Candidate,Party,Criminal Cases,Education,Age,Total Assets,Constituency,Liabilities
Harichandra Nagoji Mangam,BSP,0,12th Pass,44,5010301,Gadchiroli Chimur,0
Namdeo Dalluji Usendi,INC,0,Post Graduate,48,16211186,Gadchiroli Chimur,2153155
Rameshkumar Baburaoji Gajbe,Vanchit Bahujan Aaghadi,0,Post Graduate,66,10709012,Gadchiroli Chimur,600000
Dhairyashil Sambhajirao Mane,SHS,0,Graduate,38,47771462,Hatkanangle,41599959
Aitawade Vidyasagar Devappa,IND,0,Literate,73,160000,Hatkanangle,0
Ajay Prakash Kurane,BSP,0,Graduate,44,3515450,Hatkanangle,0
Anandrao Vasantrao Sarnaik (Fouji Bapu),IND,0,8th Pass,58,21645000,Hatkanangle,7000000
Aslam Badshahaji Sayyad,Vanchit Bahujan Aaghadi,0,5th Pass,56,23211678,Hatkanangle,3782280
Dr. Nitin Udal Bhat,IND,0,Graduate Professional,34,2032849,Hatkanangle,0
Dr.Prashant Dnyaneshwar Gangavane,Bahujan Republican Socialist Party, 1 ,Doctorate,36,62448988,Hatkanangle,95000
Kamble Vishwas Ananda,IND,0,Graduate,53,762500,Hatkanangle,0
Kishor Rajaram Panhalkar,IND,0,Graduate,27,76138,Hatkanangle,0
Madan Vajir Sardar,Bahujan Mukti Party,0,10th Pass,40,646000,Hatkanangle,0
Mahadev Jagannath Jagadale,IND,0,10th Pass,35,127200,Hatkanangle,88000
Patil Raghunath Ramchandra,IND, 9 ,Graduate Professional,68,30995000,Hatkanangle,1000000
Raju Mujikrao Shetty,Bahujan Maha Party,0,10th Pass,67,4236134,Hatkanangle,0
Sangramsinh Jaysingrao Gaikwad,IND,0,Graduate,61,2790155,Hatkanangle,0
Sanjay Ghanshyam Agrawal,IND,0,12th Pass,49,6823627,Hatkanangle,208000
Shetty Raju Anna,Swabhimani Paksha, 15 ,10th Pass,51,24421392,Hatkanangle,774059
Vijay Bhagwan Chougule,IND,0,10th Pass,42,3245678,Hatkanangle,100000
Patil Hemant Shriram,SHS,0,Graduate,48,18594458,Hingoli,1299983
Abdul Kadir Mastan Sayyed,IND,0,8th Pass,45,700000,Hingoli,0
Altaf Ahmed,IUML,0,Graduate,48,6726405,Hingoli,580000
Asadkhan Mohammedkhan,Bahujan Republican Socialist Party,0,Literate,57,102000,Hingoli,0
Devji Gangaram Asole,IND,0,5th Pass,65,128000,Hingoli,0
Dr. Dhanve Datta Maroti,BSP, 2 ,Graduate Professional,60,33048000,Hingoli,0
Gajanan Haribhau Bhalerao,IND, 3 ,10th Pass,36,2157000,Hingoli,83321
Jaywanta Vishwambhar Wanole,IND, 3 ,Post Graduate,34,1244000,Hingoli,0
Kamble Trishala Milind,IND,0,12th Pass,37,2892431,Hingoli,474321
Maqbul Ahmed A.Habib,IND,0,8th Pass,51,100000,Hingoli,0
Marotrao Kanhobarao Hukke Patil,IND,0,Graduate Professional,43,2250000,Hingoli,48000
Mohan Fattusing Rathod,Vanchit Bahujan Aaghadi,0,Post Graduate,60,11050000,Hingoli,800000
Patrakar P Sattar Khan Kasim Kha,IND,0,12th Pass,54,300000,Hingoli,0
Prakash Vitthalrao Ghunnar,IND,0,Others,60,10397000,Hingoli,300000
Sandesh Ramchandra Chavan,IND,0,Post Graduate,44,107000,Hingoli,0
Sandip Nikhate,IND,0,Graduate,35,1155000,Hingoli,0
Santosh Maroti Boinwad,IND,0,8th Pass,37,1309000,Hingoli,0
Subhash Kashiba Wankhede,IND,0,Literate,54,680000,Hingoli,0
Subhash Maroti Wankhede,IND,0,Literate,55,2221000,Hingoli,100000
Subhash Nagorao Wankhede,Hum Bhartiya Party,0,5th Pass,58,1538900,Hingoli,100000
Subhash Parasram Wankhede,Bahujan Maha Party,0,Literate,59,101000,Hingoli,0
Subhash Vitthal Wankhede,IND,0,8th Pass,48,2121000,Hingoli,0
Sunil Dashrath Ingole,IND, 1 ,8th Pass,38,198000,Hingoli,0
Uttam Bhagaji Kamble,Prabuddha Republican Party,0,Post Graduate,51,Nil,Hingoli,0
Uttam Maroti Dhabe,Akhand Hind Party,0,Illiterate,70,Nil,Hingoli,0
Varsha Shivajirao Devsarkar,Bahujan Mukti Party, 1 ,10th Pass,41,20194509,Hingoli,3991000
Wankhede Subhashrao Bapurao,INC, 1 ,10th Pass,56,99463540,Hingoli,8059000
Wasant Kisan Paikrao,IND,0,Graduate Professional,59,23560000,Hingoli,260000
Unmesh Bhaiyyasaheb Patil,BJP, 1 ,Graduate Professional,41,12324604,Jalgaon,2529954
Anant Prabhakar Mahajan,IND,0,Graduate,36,1062696,Jalgaon,0
Anjali Ratnakar Baviskar,Vanchit Bahujan Aaghadi,0,Graduate,50,20388746,Jalgaon,3665000
Gulabrao Baburao Deokar,NCP, 2 ,10th Pass,63,50652517,Jalgaon,8552661
Ishwar Dayaram More,Bahujan Mukti Party, 2 ,Graduate,54,8625000,Jalgaon,2000000
Lalit Gaurishankar Sharma (Bunty),IND,0,10th Pass,34,2322463,Jalgaon,0
Mohan Shankar Birhade,Rashtriya Samajwadi Party (Secular),0,10th Pass,53,20000,Jalgaon,0
Mukesh Rajesh Kuril,IND,0,Graduate,38,571087,Jalgaon,38984
Onkaraba Chensing Jadhav,IND,0,12th Pass,56,143000,Jalgaon,0
Rahul Narayan Bansode,BSP,0,10th Pass,46,75000,Jalgaon,0
Sancheti Rupesh Parasmal,IND,0,Graduate Professional,40,892000,Jalgaon,30000
Sant Shri Mahahansaji Maharaj Patil,Hindusthan Nirman Dal, 3 ,8th Pass,43,1102452,Jalgaon,0
Sharad Gorakh Bhamre (Sutar),Rashtriya Janshakti Party (Secular),0,5th Pass,32,1500,Jalgaon,0
Subhash Shivlal Khairnar,IND,0,Graduate,64,2020000,Jalgaon,0
Danve Raosaheb Dadarao,BJP, 2 ,Graduate,65,229557992,Jalna,2400000
Adv. Yogesh Dattu Gullapelli,IND,0,Post Graduate,29,408188,Jalna,0
Ahemad Rahim Shaikh,IND,0,12th Pass,49,Nil,Jalna,0
Anita Lalchand Khandade (Rajput),IND,0,10th Pass,38,11513562,Jalna,2022033
Annasaheb Devidasrao Ugale,IND,0,Illiterate,51,474300,Jalna,0
Arun Chintaman Chavhan,IND,0,Graduate,32,58100,Jalna,0
Autade Vilas Keshavrao	,INC, 3 ,12th Pass,50,278237603,Jalna,15678811
Feroz Ali,Bahujan Mukti Party,0,10th Pass,59,100000,Jalna,0
Ganesh Shankar Chandode,Akhil Bharatiya Sena, 1 ,8th Pass,30,639662,Jalna,160000
Mahendra Kacharu Sonwane,BSP,0,10th Pass,39,10357300,Jalna,2200000
Nade Dnyaneshwar Dagduji,IND, 1 ,8th Pass,52,135000,Jalna,0
Pramod Baburao Kharat,Bahujan Republican Socialist Party,0,8th Pass,49,30000,Jalna,0
Raju Ashok Gawali,IND,0,12th Pass,30,756334,Jalna,0
Ratan Aasaram Landge,IND,0,Illiterate,39,126000,Jalna,0
Sapkal Lilabai Dharma,Rashtriya Mahila Party,0,Illiterate,55,178000,Jalna,0
Shahadev Mahadev Palve,IND, 1 ,Graduate,35,457602,Jalna,0
Sharadchandra Ganpatrao Wankhede,Vanchit Bahujan Aaghadi, 2 ,Post Graduate,65,23282500,Jalna,0
Sirsath Sham,IND,0,Graduate,31,7699000,Jalna,319714
Trimabak Baburao Jadhav,Swatantra Bharat Paksha,0,Graduate Professional,64,17352944,Jalna,3248000
Uttam Dhanu Rathod,Aasra Lokmanch Party,0,10th Pass,65,257559,Jalna,65536
Dr. Shrikant Eknath Shinde,SHS, 1 ,Post Graduate,32,19616515,Kalyan,1241233
Ajayshyam Ramlakhan Maurya,IND,0,8th Pass,47,7411000,Kalyan,0
Amrish Raj Morajkar,IND,0,Others,33,377489,Kalyan,100000
Asmita Pushkar Puranik,IND, 1 ,Others,40,25496500,Kalyan,0
Babaji Balaram Patil,NCP, 1 ,10th Pass,52,421863127,Kalyan,3587200
Chandrakant Mote,IND,0,10th Pass,57,11406293,Kalyan,3242933
Dinkar Rangnath Palake,IND,0,5th Pass,64,577500,Kalyan,0
Dr. Suresh Abhiman Gawai,Bharat Prabhat Party,0,Graduate Professional,50,12092643,Kalyan,1500000
Gautam Baburao Waghchaure,Bahujan Mukti Party,0,Illiterate,56,25000,Kalyan,0
Habibur Rehaman Obbadur Khan,Peace Party,0,10th Pass,59,5887500,Kalyan,0
Haresh Sambhaji Bramhane,Bahujan Republican Socialist Party,0,12th Pass,43,61800,Kalyan,0
Jafarullah Gulam Rab Sayyad,IND,0,Post Graduate,36,7033568,Kalyan,1115180
Milind Kashinath Kamble,Bharat Jan Aadhar Party,0,Graduate,35,2892431,Kalyan,474321
Mohd. Yusuf Mohd. Farook Khan,IND,0,8th Pass,40,279000,Kalyan,0
Munir Ahmad Ansari,IUML, 1 ,8th Pass,45,3459800,Kalyan,0
Nafis Ahamad Ansari,IND,0,8th Pass,42,863000,Kalyan,218304
Narendra Vaman More,IND,0,Graduate,55,9700000,Kalyan,0
Ravindra Abhimanyu Kene,BSP, 1 ,10th Pass,35,8999137,Kalyan,905000
Sanjay Ramrao Hedaoo,Vanchit Bahujan Aaghadi, 3 ,12th Pass,54,260000,Kalyan,814407
Santosh Bhikaji Bhalerao,Ambedkarite Party of India,0,Post Graduate,41,15031500,Kalyan,2222000
Shiva Krishnamurthy Iyer,IND, 1 ,Post Graduate,57,21800000,Kalyan,0
Sonali Ashok Gangavane,IND,0,12th Pass,34,572515,Kalyan,0
Suhas Dhananjay Bonde,IND, 1 ,12th Pass,47,72595476,Kalyan,2767246
Vasim Ali Nazir Ali Sayyed,IND, 3 ,Graduate,40,1928182,Kalyan,0
Vinay Dubey,IND, 3 ,12th Pass,33,2214355,Kalyan,0
Vinod Manohar Salve,Bhartiya Kisan Party,0,5th Pass,45,17997,Kalyan,0
Yasmin Banoo Mohammed Salim,IND,0,12th Pass,40,11516326,Kalyan,0
Sanjay Sadashivrao Mandlik,SHS,0,Post Graduate,54,95171892,Kolhapur,10580414
Aruna Mohan Mali,Vanchit Bahujan Aaghadi, 1 ,Doctorate,37,964227,Kolhapur,0
Bajirao Sadashiv Naik,IND, 2 ,12th Pass,39,570000,Kolhapur,300000
Dayanand Maruti Kamble,Bahujan Republican Socialist Party,0,12th Pass,47,470836,Kolhapur,1235700
Dhananjay Mahadik,NCP, 4 ,Graduate,47,663140000,Kolhapur,135455000
Dundappa Kundappa Shrikant Sir,BSP,0,Post Graduate,68,1232317,Kolhapur,250000
Kisan Keraba Katkar,Baliraja Party,0,10th Pass,64,6976481,Kolhapur,0
Mane Arvind Bhiva,IND,0,12th Pass,51,862900,Kolhapur,1100000
Mulla Mushtak Ajij,IND,0,12th Pass,48,99500,Kolhapur,40000
Paresh Dattatray Bhosale,IND,0,12th Pass,38,206000,Kolhapur,0
Rajendra Balaso Koli (Galatage),IND,0,5th Pass,55,114000,Kolhapur,0
Sandeep Bhairavnath Kogale,IND,0,Post Graduate,33,3774357,Kolhapur,109000
Sandeep Gundopant Sankpal,IND,0,10th Pass,38,875000,Kolhapur,535000
Siddharth Abaso Nagaratna,Bahujan Mukti Party,0,12th Pass,49,3250200,Kolhapur,0
Yuvraj Bhimrao Desai,IND,0,Post Graduate,35,2835000,Kolhapur,3100000
Sudhakar Tukaram Shrangare,BJP,0,10th Pass,57,286478302,Latur,100250602
Arun Ramrao Sontakke,Bahujan Republican Socialist Party,0,12th Pass,60,360000,Latur,0
Dattu Prabhakar Karanjikar,Bahujan Mukti Party,0,12th Pass,40,3785000,Latur,0
Kamant Machindra Gunaji,INC,0,Post Graduate,59,125045318,Latur,19268169
Madhukar Sambhaji Kamble,IND,0,Graduate,65,7178804,Latur,0
Papita Raosaheb Randive,IND,0,12th Pass,37,Nil,Latur,200000
Ramesh Nivrati Kambale,IND,0,5th Pass,48,6000,Latur,0
Ramrao Garkar,Vanchit Bahujan Aaghadi,0,Post Graduate,59,14323873,Latur,540000
Rupesh Shamrao Shanke,Swatantra Bharat Paksha,0,12th Pass,26,260000,Latur,18000
Siddharthkumar Digambarrao Suryawanshi,BSP,0,Doctorate,43,1875500,Latur,700000
Ranjeetsinha Hindurao Naik Nimbalkar,BJP, 2 ,12th Pass,42,1275160578,Madha,896315287
Aappa Aaba Lokare	,BSP,0,8th Pass,48,9790000,Madha,0
Adv. Sachin Bhaskar Jore,IND, 3 ,Others,36,5626000,Madha,1565000
Adv. Vijayanand Shankarrao Shinde,IND,0,Graduate Professional,62,1350000,Madha,0
Ajinath Laxman Kevate,IND,0,Post Graduate,46,1964870,Madha,165856
Ajinkya Aakaram Salunkhe,IND,0,Post Graduate,27,50000,Madha,0
Annaso Sukhadev Maske,IND, 2 ,Others,53,831996,Madha,0
Aware Siddheshwar Bharat,IND, 3 ,12th Pass,27,886370,Madha,0
Bramhakumari Pramilaben,Akhil Bhartiya Ekata Party, 3 ,10th Pass,58,2856000,Madha,0
Dattatrya Bhanudas Khatke Alias Bandunana Khatke,IND,0,10th Pass,44,1319608,Madha,0
Daulat Umaji Shitole,IND,0,Literate,43,62512874,Madha,112981121
Dilip Ramchandra Jadhav,IND,0,10th Pass,50,1224000,Madha,320000
Maruti Shivram Keskar,Bahujan Azad Party, 1 ,Graduate Professional,63,6730000,Madha,0
Mohan Vishnu Raut,IND, 3 ,12th Pass,35,1592565,Madha,854841
Nanasaheb Ramhari Yadav,Bharatiya Praja Surajya Paksha,0,10th Pass,39,2957500,Madha,1522000
Nandu Sambhaji More,IND, 2 ,12th Pass,46,854500,Madha,240000
Navnath Bhimrao Patil,Hindusthan Praja Paksha, 2 ,Graduate,32,9327127,Madha,185000
Ramchandra Mayyappa Ghutukade,Bahujan Republican Socialist Party,0,Graduate Professional,27,239250,Madha,0
Ramdas Mane,IND,0,10th Pass,58,82328104,Madha,2000000
Rohit More,IND,0,Graduate Professional,37,4431500,Madha,3600000
Sachin Dnyaneshwar Padalkar,IND,0,8th Pass,30,151000,Madha,0
Sandip Janaradhan Kharat,IND,0,12th Pass,39,1000000,Madha,50000
Sandip Vitthal Pol,IND,0,12th Pass,46,2722865,Madha,0
Sanjaymama Vittalrao Shinde	,NCP, 1 ,Graduate,50,493306415,Madha,112417440
Santosh Balasaheb Bichukale,IND,0,Post Graduate,33,6232500,Madha,220300
Savita Ankush Aiwle,IND,0,8th Pass,40,657950,Madha,0
Shahajahan Paigmber Shaikh,Bahujan Maha Party,0,10th Pass,47,495000,Madha,105000
Sunil Gunda Jadhav,Bahujan Mukti Party,0,8th Pass,37,267452,Madha,430000
Vijayraj Balasaheb Mane Deshmukh,IND,0,Others,27,116400,Madha,70000
Vijayrao More,Vanchit Bahujan Aaghadi, 1 ,Graduate Professional,78,19159126,Madha,1606630
Vishvambhar Narayan Kashid,IND, 2 ,Graduate,65,45919662,Madha,0
Shrirang Chandu Barne,SHS, 3 ,8th Pass,55,1023310134,Maval,416612
Ajay Hanumant Londhe,IND, 1 ,12th Pass,34,79339,Maval,390000
Amruta Abhijit Apte,IND,0,12th Pass,33,217372,Maval,0
Balkrushna Dhanaji Gharat,IND,0,5th Pass,54,2388137,Maval,200000
Dr. Somnath Arjun Pol,IND, 3 ,Graduate Professional,47,204055,Maval,283000
Jagdish Shamrao Sonawane,Kranti Kari Jai Hind Sena, 1 ,Graduate,63,40140000,Maval,0
Jaya Sanjay Patil,Ambedkarite Party of India, 1 ,Others,32,32250,Maval,0
Madan Shivaji Patil,Bharatiya Praja Surajya Paksha,0,10th Pass,57,1305000,Maval,0
Navnath Vishwanath Dudhal,IND,0,Post Graduate,57,13905000,Maval,1800000
Pandharinath Namdeo Patil,Bahujan Mukti Party,0,10th Pass,47,24460000,Maval,0
Parth Ajit Pawar,NCP,0,Graduate,29,201239333,Maval,93613295
Prakash Bhivaji Mahadik,Bhartiya Navjawan Sena (Paksha),0,8th Pass,70,75000,Maval,0
Prashant Ganpat Deshmukh,IND,0,Graduate,34,350630,Maval,0
Rajaram Narayan Patil,Vanchit Bahujan Aaghadi,0,Others,47,6525572,Maval,534788
Rajendra Maruti Kate,IND,0,12th Pass,50,6435000,Maval,0
Rakesh Prabhakar Chavan,IND,0,8th Pass,45,21858100,Maval,600000
Sanjay Kisan Kanade,BSP,0,Graduate Professional,49,14166972,Maval,2061198
Sunil Baban Gaikwad,Bahujan Republican Socialist Party, 1 ,10th Pass,49,3949382,Maval,1080000
Suraj Ashokrao Khandare,IND,0,Post Graduate,28,584675,Maval,542009
Suresh Shripati Taur,IND,0,12th Pass,49,9950000,Maval,600000
Vijay Hanumant Randil,IND,0,12th Pass,36,1844000,Maval,100000
Gopal Chinnaya Shetty,BJP, 9 ,5th Pass,65,157535232,Mumbai North,21136135
Akhtar Shaikh,IND,0,10th Pass,63,6053152,Mumbai North,340000
Amol Ashokrao Jadhav,IND, 2 ,Graduate,30,186600,Mumbai North,400000
Andrew John Fernandes,Hum Bhartiya Party,0,Post Graduate,58,14471000,Mumbai North,0
Ankushrao Shivajirao Patil,Rashtriya Maratha Party,0,Graduate,51,3685000,Mumbai North,175000
Bhagvatidan Karnidan Gadhavi,IND, 1 ,Graduate,74,13800830,Mumbai North,0
Chhannu Sahadewrao Sontakkey,Bharat Prabhat Party,0,Graduate,57,4322444,Mumbai North,1813248
Dr. Raies Khan,IND,0,Graduate Professional,46,26614900,Mumbai North,0
Fateh Mohammad Mansoori Shaikh,Bhartiya Lokmat Rashtrwadi Party, 2 ,5th Pass,64,25642574,Mumbai North,0
Manojkumar Jayprakash Singh,BSP,0,12th Pass,36,21685000,Mumbai North,20708842
Milind Shankar Repe,IND,0,Others,57,20900183,Mumbai North,7170000
Mohammad Azad Ansari,IND,0,8th Pass,47,1750000,Mumbai North,2420000
Pawan Kumar Pandey,Sarvodaya Bharat Party, 1 ,Doctorate,44,55543198,Mumbai North,1196000
Ranjit Bajrangi Tiwari,Naitik Party,0,5th Pass,43,1172000,Mumbai North,0
Samaysingh Anand Chanda Liya,Bahujan Mukti Party,0,5th Pass,52,1085384,Mumbai North,70000
Sunil Uttamrao Thorat,Vanchit Bahujan Aaghadi,0,Graduate,48,890000,Mumbai North,60000
Urmila Shrikant Matondkar,INC,0,12th Pass,48,689063226,Mumbai North,1894201
Vilas Hiwale,Marxist Leninist Party of India (Red Flag),0,Literate,44,201000,Mumbai North,100000
Poonam Vajendla Rao,BJP, 2 ,Others,38,22242513,Mumbai North Central,0
Abdul Rehman Anjaria,Vanchit Bahujan Aaghadi,0,Doctorate,46,1000402,Mumbai North Central,1709730
Akshay Kachru Sanap,IND,0,12th Pass,27,171000,Mumbai North Central,100000
Ankush Ramchandra Karande,IND,0,5th Pass,60,5182791,Mumbai North Central,1100000
Dutt Priya Sunil,INC,0,Graduate,52,962096603,Mumbai North Central,36057947
Feroz Abdurrahim Shaikh,Jan Adhikar Party,0,Post Graduate,46,9878738,Mumbai North Central,236327
Imran Mustafa Khan,BSP,0,Graduate,39,26622008,Mumbai North Central,5644317
Joy Nagesh Bhosale,IND,0,12th Pass,49,8761000,Mumbai North Central,800000
Mehendi Iqbal Hasan Sayyed,Ambedkar National Congress,0,8th Pass,33,531200,Mumbai North Central,0
Milind Kamble,Bharat Jan Aadhar Party,0,Graduate,35,2892431,Mumbai North Central,474321
Mohammad Mehmood Syed Shah,All India Minorities Front,0,12th Pass,47,1150550,Mumbai North Central,200000
Mohd. Yahiya Siddique,IND,0,5th Pass,36,37364,Mumbai North Central,0
Mohommad Mobin Shaikh,Peace Party,0,10th Pass,44,1398900,Mumbai North Central,0
Nooruddin Aftab Azimuddin Sayyed,IND, 1 ,8th Pass,48,899830,Mumbai North Central,260300
Pandey Harshvardhan Ramsuresh,IND,0,Graduate,29,8511000,Mumbai North Central,5429000
Rajesh Bhavsar,Bhartiya Manavadhikaar Federal Party, 5 ,12th Pass,52,69417,Mumbai North Central,0
Sagar Nivrutti Kale,IND,0,Graduate,27,1500,Mumbai North Central,0
Sundar Baburao Padmuk,IND,0,Graduate Professional,49,635500,Mumbai North Central,0
Vansh Bahadur Yadav,IND,0,Graduate Professional,54,11319000,Mumbai North Central,0
Manoj Kishorbhai Kotak,BJP, 2 ,10th Pass,46,54661944,Mumbai North East,2048000
Aiyyar Ganesh,Bahujan Maha Party,0,Graduate Professional,54,41428196,Mumbai North East,2650010
Anil Hebbar Koni,IND, 1 ,Graduate Professional,54,39684894,Mumbai North East,4059581
Baban Sopan Thoke,IND,0,Graduate,25,1100,Mumbai North East,0
Bhaskar Mohan Goud,IND, 1 ,Graduate,36,2199000,Mumbai North East,8000000
Dandge Sukhadev Chandu,Ambedkarite Party Of India,0,Literate,63,20000,Mumbai North East,0
Dayanand Jagnnath Sohani,IND, 2 ,12th Pass,45,6487500,Mumbai North East,0
Deepak Digambar Shinde,IND,0,Post Graduate,42,4298872,Mumbai North East,3700000
Jatin Rangrao Harne,IND, 1 ,12th Pass,44,2028,Mumbai North East,0
Jayashri Minesh Shah,Bhartiya Manavadhikaar Federal Party,0,12th Pass,49,17271084,Mumbai North East,700000
Jitendra Kumar Nanku Pal,IND,0,12th Pass,47,65000,Mumbai North East,39400
Niharika Prakashchandra Khondalay,Vanchit Bahujan Aaghadi,0,Graduate,50,2927285,Mumbai North East,32490
Nilesh Ramchandra Kudtarkar,IND,0,10th Pass,27,90000,Mumbai North East,0
Nutan Singh,Aapki Apni Party (Peoples),0,Graduate,34,199000,Mumbai North East,68257
Patil Sanjay Dina,NCP, 1 ,Graduate,50,26109673,Mumbai North East,0
Pravin Chandrakant Kedare,IND, 1 ,12th Pass,48,1008627,Mumbai North East,0
Rakesh Sambhaji Raul,IND,0,Graduate Professional,45,2862,Mumbai North East,0
Sanjay Chandrabahadur Singh,BSP, 1 ,Graduate,46,7700000,Mumbai North East,2862000
Shahajirao Dhondiba Thorat,IND, 1 ,10th Pass,55,750953,Mumbai North East,250000
Shahenaz Begam Mo.Siraj Khan,Rashtriya Ulama Council,0,Illiterate,43,322403,Mumbai North East,96836
Shahin Parveen Shakil Ahamad Khan,IND,0,Graduate,44,461765,Mumbai North East,0
Shrikant Suburao Shinde,Bahujan Mukti Party,0,Post Graduate,34,1214989,Mumbai North East,0
Sneha Ravindra Kurhade,IND,0,8th Pass,50,4220000,Mumbai North East,2880000
Sushma Motilal Maurya,Jan Adhikar Party,0,10th Pass,38,4397632,Mumbai North East,1404817
Vijay Janardan Shiktode,Bahujan Republican Socialist Party,0,Post Graduate,55,8788000,Mumbai North East,0
Vinod Narayan Chaugule,Sanatan Sanskriti Raksha Dal,0,12th Pass,41,11335126,Mumbai North East,8502053
Gajanan Chandrakant Kirtikar,SHS,0,Graduate,75,105392000,Mumbai North West,4032000
Abusalim Arunhuq Shank,Rashtriya Ulama Council,0,10th Pass,48,264600,Mumbai North West,0
Aftab Mashwood Khan,IND,0,8th Pass,43,8062800,Mumbai North West,0
Ajay Dubey,Jan Adhikar Party,0,Post Graduate,29,576000,Mumbai North West,70000
Arora Surinder Mohan,Bharat Jan Aadhar Party,0,Graduate,64,336682905,Mumbai North West,212666
Chandrashekhar Sharma,Bhartiya Manavadhikaar Federal Party, 1 ,Others,42,9403436,Mumbai North West,0
Chhaya Sunil Tiwari,Janata Congress,0,8th Pass,41,9105737,Mumbai North West,2882533
Dharmendra Shriram Pal,Rashtravadi Kranti Dal,0,10th Pass,42,485000,Mumbai North West,0
Harishankar Yadav,Aapki Apni Party (Peoples),0,10th Pass,48,12000,Mumbai North West,546000
Madan Banwarilal Agrawal,IND,0,Graduate,55,61831318,Mumbai North West,32000000
Mitesh Varshney,IND, 1 ,Post Graduate,27,186373,Mumbai North West,0
Prabhakar Tarapado Sadhu,IND,0,8th Pass,47,52000,Mumbai North West,0
Sanjay Nirupam,INC, 11 ,Graduate,54,122093505,Mumbai North West,8399569
Sanjay Vishwanath Sakpal,IND,0,Graduate,48,70000,Mumbai North West,0
Shakuntala Kushalkar,Prabuddha Republican Party,0,Illiterate,47,10111000,Mumbai North West,4500000
Shashikant Kundlik Kadam,IND, 1 ,Graduate Professional,46,18952783,Mumbai North West,300000
Sonkamble Gajanan Tukaram,IND,0,Graduate,33,141658,Mumbai North West,0
Subhash Passi,SP, 1 ,12th Pass,57,642045035,Mumbai North West,80500000
Suresh Sundar Shetty,Vanchit Bahujan Aaghadi,0,8th Pass,46,95452500,Mumbai North West,4342000
Vijay Marothi Koyale,Rashtriya Maratha Party,0,8th Pass,49,6525000,Mumbai North West,500000
Vijendra Kumar Rai,IND, 1 ,Post Graduate,37,26456906,Mumbai North West,17500000
Arvind Sawant,SHS, 1 ,Graduate,67,27181577,Mumbai South,0
Abbas Chhatriwala,Jan Adhikar Party,0,10th Pass,43,5040147,Mumbai South,0
Adv. Sahil Shah,Bhartiya Manavadhikaar Federal Party,0,Graduate Professional,27,762030,Mumbai South,0
Deora Milind,INC,0,Graduate,43,793200422,Mumbai South,49681435
Dr. Anil Kumar Choudhari,Vanchit Bahujan Aaghadi,0,Others,68,101100914,Mumbai South,992020
Hamir Vinjuda,Bahujan Republican Socialist Party,0,10th Pass,65,3524909,Mumbai South,0
Irfan Ahmed Shaikh,Ambedkarite Party of India,0,Graduate,65,54000,Mumbai South,0
Rajesh .B. Dayal,IND,0,12th Pass,42,5000,Mumbai South,0
Ramchandra Kachave,Kranti Kari Jai Hind Sena, 1 ,Graduate Professional,50,3260000,Mumbai South,0
Sai Shrivastav,IND,0,Graduate Professional,29,966367,Mumbai South,0
Shankar Sonawane,IND,0,10th Pass,51,5820000,Mumbai South,280000
Shehbaj Rathod,Jai Maha Bharath Party, 1 ,5th Pass,48,15172000,Mumbai South,0
Suresh Kumar Gautam,BSP,0,10th Pass,47,2056000,Mumbai South,2152400
Rahul Ramesh Shewale,SHS,0,Others,47,18881363,Mumbai South Central,7778954
Adv. Mahendra Tulshiram Bhingardive,Anti Corruption Dynamic Party,0,Graduate Professional,42,12510000,Mumbai South Central,850000
Ahmed Shakil Sagir Ahmed Shaikh,BSP, 1 ,5th Pass,41,3647388,Mumbai South Central,0
Anita Kiran Patole,IND,0,8th Pass,39,300000,Mumbai South Central,0
Baddy Hemantkumar Reddy,Bahujan Mukti Party,0,Graduate,50,12170003,Mumbai South Central,85200
Balasaheb Jagannath Sable,Bhartiya Manavadhikaar Federal Party,0,10th Pass,48,606142,Mumbai South Central,80000
Dalvi Raju Sahebrao,IND,0,Graduate,48,223000,Mumbai South Central,51490
Deepak Bhagoji Kamble,Ambedkarite Party of India,0,10th Pass,67,391500,Mumbai South Central,0
Eknath Mahadev Gaikwad,INC,0,10th Pass,79,218952482,Mumbai South Central,25590000
Godfrey Washington Noble,Desiya Makkal Sakthi Katchi, 2 ,Graduate Professional,48,267606000,Mumbai South Central,1800000
Mohammad Hayat Mohammad Husain Shaikh,Peace Party,0,5th Pass,54,1043188,Mumbai South Central,350000
Sanjay Sushil Bhosale,Vanchit Bahujan Aaghadi, 3 ,Graduate Professional,51,1250624308,Mumbai South Central,237660077
Santosh Shrivastav,IND,0,10th Pass,37,207000,Mumbai South Central,0
Sheetal Bharat Sasane,IND,0,8th Pass,34,501700,Mumbai South Central,0
Vikas Maruti Rokade,IND,0,5th Pass,53,11000,Mumbai South Central,0
Yoganand Nadar,Aapki Apni Party (Peoples),0,Graduate,34,528996,Mumbai South Central,180000
Yogesh Vitthal More,Bahujan Republican Socialist Party,0,Graduate Professional,38,10612636,Mumbai South Central,157000
Nitin Jairam Gadkari,BJP, 4 ,Graduate Professional,62,187916075,Nagpur,40729055
Adv. Ulhas Shalikaram Dupare,IND,0,Graduate Professional,53,146000,Nagpur,0
